index_redacao,score,c1,c2,c3,c4,c5,pred_c1,pred_c2,pred_c3,pred_c4,pred_c5,pred_total,ok,modelo,modo,ts,raw
228,520,120,120,80,120,80,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:12:17+00:00,""
230,520,120,120,80,120,80,120,120,80,120,160,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:12:31+00:00,""
232,520,120,120,80,120,80,80,120,120,120,40,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:12:32+00:00,""
235,520,120,120,80,120,80,40,80,80,80,40,320,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:12:37+00:00,""
240,520,120,120,80,120,80,120,120,120,120,40,520,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:12:40+00:00,""
248,520,120,120,80,120,80,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:12:58+00:00,""
256,520,120,120,80,120,80,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:13:03+00:00,""
267,560,120,120,120,120,80,120,120,80,80,120,520,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:13:04+00:00,""
268,560,120,120,120,120,80,80,80,80,80,80,400,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:13:13+00:00,""
273,560,120,160,120,160,0,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:13:17+00:00,""
278,560,120,80,120,120,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:13:26+00:00,""
281,560,120,160,120,120,40,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:13:28+00:00,""
283,560,120,120,120,120,80,120,120,80,80,120,520,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:13:32+00:00,""
284,560,120,120,120,120,80,80,80,80,80,0,320,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:13:36+00:00,""
286,560,120,120,80,120,120,160,160,160,160,120,760,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:13:40+00:00,""
294,560,120,120,80,120,120,120,120,80,80,120,520,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:13:47+00:00,""
295,560,120,120,120,120,80,120,120,80,80,0,400,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:13:48+00:00,""
315,560,120,120,120,120,80,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:13:53+00:00,""
316,560,120,160,80,120,80,120,120,80,120,120,560,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:13:57+00:00,""
317,600,120,120,120,120,120,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:14:05+00:00,""
319,600,120,120,120,120,120,120,120,80,120,0,440,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:14:11+00:00,""
321,600,120,120,120,120,120,120,120,120,120,0,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:14:12+00:00,""
322,600,120,120,120,120,120,120,120,80,80,0,400,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:14:16+00:00,""
325,600,120,120,120,120,120,120,120,120,120,0,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:14:20+00:00,""
328,600,120,160,80,160,80,160,120,120,120,0,520,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:14:24+00:00,""
330,600,120,120,120,120,120,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:14:28+00:00,""
336,600,120,120,120,120,120,160,160,120,120,160,720,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:14:32+00:00,""
338,600,120,120,120,120,120,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:14:36+00:00,""
339,600,120,120,120,120,120,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:14:40+00:00,""
341,600,120,120,120,120,120,120,120,120,120,0,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:14:44+00:00,""
346,600,120,120,120,120,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:14:48+00:00,""
348,600,120,120,120,120,120,120,120,120,80,120,560,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:14:52+00:00,""
355,600,120,120,120,120,120,120,120,80,80,0,400,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:14:56+00:00,""
364,600,120,120,120,120,120,120,160,120,120,120,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:15:00+00:00,""
365,600,120,120,120,120,120,160,160,120,120,160,720,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:15:04+00:00,""
368,600,120,120,120,120,120,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:15:08+00:00,""
372,600,120,120,120,120,120,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:15:12+00:00,""
379,600,120,120,120,120,120,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:15:16+00:00,""
385,600,120,120,120,120,120,120,120,80,120,120,560,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:15:21+00:00,""
387,600,120,120,120,120,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:15:24+00:00,""
388,600,120,160,120,120,80,160,160,160,120,160,760,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:15:28+00:00,""
390,600,120,120,120,120,120,160,160,160,160,160,800,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:15:32+00:00,""
392,600,120,120,120,120,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:15:36+00:00,""
398,600,120,120,120,120,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:15:40+00:00,""
401,600,120,120,120,120,120,80,80,80,80,0,320,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:15:44+00:00,""
402,600,120,120,120,120,120,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:15:48+00:00,""
404,600,120,120,120,120,120,80,120,80,80,40,400,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:15:52+00:00,""
405,600,120,120,120,120,120,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:15:56+00:00,""
406,600,120,160,120,120,80,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:16:00+00:00,""
411,600,120,120,120,120,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:16:04+00:00,""
420,600,120,160,120,120,80,120,120,120,120,40,520,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:16:08+00:00,""
423,600,120,120,120,120,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:16:12+00:00,""
424,600,120,120,120,120,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:16:16+00:00,""
436,640,120,120,120,120,160,120,120,120,80,120,560,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:16:20+00:00,""
439,640,120,160,120,120,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:16:24+00:00,""
444,640,120,160,120,120,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:16:28+00:00,""
445,640,120,120,120,160,120,120,160,120,120,120,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:16:32+00:00,""
448,640,120,160,120,120,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:16:36+00:00,""
453,640,120,160,120,160,80,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:16:43+00:00,""
456,640,120,160,120,120,120,80,120,80,80,80,440,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:16:44+00:00,""
458,640,120,160,120,120,120,120,120,80,120,120,560,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:16:50+00:00,""
468,640,120,120,120,120,160,80,80,80,80,0,320,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:16:53+00:00,""
486,680,120,160,120,160,120,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:16:59+00:00,""
489,680,120,160,120,120,160,120,120,120,120,0,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:17:07+00:00,""
491,680,120,160,120,160,120,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:17:08+00:00,""
492,680,120,160,120,160,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:17:12+00:00,""
496,680,120,160,120,160,120,160,160,120,120,160,720,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:17:16+00:00,""
498,680,120,160,120,160,120,120,120,120,120,40,520,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:17:26+00:00,""
500,680,120,160,120,160,120,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:17:28+00:00,""
504,680,120,160,120,160,120,120,120,80,120,160,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:17:31+00:00,""
515,680,120,160,120,160,120,120,120,120,80,40,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:17:35+00:00,""
516,680,120,160,120,160,120,120,160,120,120,120,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:17:41+00:00,""
517,680,120,160,120,160,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:17:46+00:00,""
519,680,120,160,120,120,160,120,160,160,120,160,720,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:17:47+00:00,""
529,680,120,160,120,160,120,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:17:51+00:00,""
534,720,120,120,160,160,160,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:17:56+00:00,""
536,720,120,120,160,120,200,160,120,120,120,0,520,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:17:59+00:00,""
541,720,120,160,160,120,160,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:18:03+00:00,""
554,720,120,160,120,160,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:18:11+00:00,""
564,760,120,120,160,160,200,120,120,80,120,0,440,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:18:21+00:00,""
568,760,120,160,120,160,200,120,120,80,120,120,560,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:18:24+00:00,""
574,800,120,160,160,160,200,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:18:27+00:00,""
576,800,120,160,160,160,200,120,120,80,120,0,440,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:18:34+00:00,""
588,840,120,160,200,160,200,120,120,80,120,0,440,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:18:41+00:00,""
594,880,120,160,200,200,200,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:18:42+00:00,""
597,440,160,80,80,120,0,120,80,80,80,0,360,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:18:46+00:00,""
604,560,160,120,80,120,80,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:18:59+00:00,""
605,560,160,120,80,80,120,120,120,80,120,40,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:19:02+00:00,""
609,560,160,80,80,200,40,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:19:04+00:00,""
615,640,160,120,120,120,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:19:08+00:00,""
623,640,160,120,80,160,120,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:19:12+00:00,""
626,640,160,120,120,120,120,120,160,120,120,120,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:19:19+00:00,""
627,640,160,120,120,160,80,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:19:23+00:00,""
629,640,160,160,120,120,80,120,120,80,80,0,400,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:19:25+00:00,""
631,680,160,120,120,120,160,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:19:30+00:00,""
640,680,160,120,120,160,120,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:19:33+00:00,""
643,680,160,120,120,160,120,80,120,80,80,0,360,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:19:42+00:00,""
645,680,160,120,120,160,120,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:19:43+00:00,""
649,680,160,160,120,120,120,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:19:47+00:00,""
651,680,160,120,120,160,120,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:19:51+00:00,""
656,680,160,160,120,120,120,160,160,120,160,200,800,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:20:04+00:00,""
666,680,160,120,120,120,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:20:11+00:00,""
674,720,160,160,120,120,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:20:13+00:00,""
675,720,160,160,120,160,120,160,160,120,120,120,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:20:17+00:00,""
676,720,160,160,120,160,120,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:20:21+00:00,""
679,720,160,160,120,160,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:20:25+00:00,""
682,720,160,120,120,160,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:20:29+00:00,""
684,720,160,160,120,160,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:20:33+00:00,""
690,720,160,160,120,160,120,120,120,80,80,120,520,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:20:37+00:00,""
699,720,160,160,120,160,120,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:20:46+00:00,""
702,720,160,160,120,160,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:20:48+00:00,""
703,720,160,120,120,160,160,120,120,80,120,120,560,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:20:51+00:00,""
704,720,160,160,120,160,120,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:20:56+00:00,""
716,720,160,160,120,120,160,80,120,80,80,0,360,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:20:59+00:00,""
721,760,160,120,160,160,160,160,160,120,120,120,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:21:03+00:00,""
724,760,160,160,120,160,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:21:07+00:00,""
727,760,160,160,160,120,160,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:21:11+00:00,""
728,760,160,120,120,200,160,120,160,120,120,120,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:21:15+00:00,""
729,760,160,160,160,160,120,160,160,120,120,160,720,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:21:19+00:00,""
738,760,160,160,120,160,160,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:21:23+00:00,""
744,760,160,160,120,160,160,120,160,120,120,120,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:21:27+00:00,""
747,760,160,160,160,160,120,160,160,160,160,160,800,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:21:44+00:00,""
749,760,160,160,120,160,160,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:21:45+00:00,""
752,760,160,160,120,160,160,120,160,120,120,40,560,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:21:49+00:00,""
754,760,160,160,160,160,120,160,200,160,160,160,840,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:21:53+00:00,""
755,760,160,160,120,160,160,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:22:04+00:00,""
757,760,160,160,120,160,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:22:21+00:00,""
758,760,160,160,120,160,160,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:22:22+00:00,""
762,800,160,160,160,160,160,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:22:26+00:00,""
770,800,160,120,160,160,200,80,80,80,80,40,360,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:22:31+00:00,""
771,800,160,160,160,160,160,160,160,160,160,160,800,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:22:36+00:00,""
773,800,160,160,120,200,160,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:22:38+00:00,""
780,800,160,120,160,160,200,120,80,80,80,0,360,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:22:42+00:00,""
789,800,160,160,160,160,160,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:22:48+00:00,""
790,800,160,160,120,200,160,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:22:50+00:00,""
792,800,160,160,160,160,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:22:54+00:00,""
793,800,160,160,120,200,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:22:58+00:00,""
795,800,160,160,160,160,160,160,160,120,160,120,720,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:23:11+00:00,""
798,800,160,200,160,160,120,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:23:12+00:00,""
800,800,160,160,120,160,200,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:23:16+00:00,""
802,800,160,160,120,200,160,160,200,160,160,120,800,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:23:20+00:00,""
810,840,160,160,120,200,200,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:23:24+00:00,""
811,840,160,160,160,160,200,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:23:37+00:00,""
814,840,160,160,160,200,160,160,160,160,160,120,760,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:23:39+00:00,""
815,840,160,160,160,200,160,160,200,160,160,160,840,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:23:44+00:00,""
822,840,160,160,160,200,160,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:23:47+00:00,""
823,840,160,160,160,200,160,120,160,120,120,120,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:23:51+00:00,""
825,840,160,160,160,200,160,120,160,120,120,120,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:23:55+00:00,""
827,840,160,160,160,160,200,120,160,120,120,120,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:24:09+00:00,""
835,880,160,200,200,160,160,120,80,80,80,0,360,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:24:11+00:00,""
839,880,160,200,160,200,160,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:24:29+00:00,""
841,880,160,200,160,200,160,120,160,120,120,120,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:24:30+00:00,""
