index_redacao,score,pred_total
271,560,200
272,560,280
273,560,280
274,560,360
275,560,360
276,560,120
277,560,240
278,560,280
279,560,520
280,560,200
281,560,520
282,560,640
283,560,520
284,560,360
285,560,520
286,560,280
287,560,360
288,560,440
289,560,240
290,560,440
291,560,280
292,560,560
293,560,240
294,560,400
295,560,360
296,560,420
297,560,440
298,560,280
299,560,320
300,560,680
301,560,280
302,560,160
303,560,260
304,560,200
305,560,300
306,560,360
307,560,560
308,560,280
309,560,360
310,560,440
311,560,420
312,560,200
313,560,560
314,560,300
315,560,520
316,560,240
317,600,160
318,600,560
319,600,280
320,600,360
321,600,300
322,600,400
323,600,320
324,600,240
325,600,440
326,600,240
327,600,320
328,600,320
329,600,280
330,600,280
331,600,240
332,600,400
333,600,240
334,600,260
335,600,400
336,600,280
337,600,520
338,600,440
339,600,200
340,600,400
341,600,160
342,600,680
343,600,240
344,600,200
345,600,400
346,600,380
347,600,520
348,600,160
349,600,400
350,600,520
351,600,240
352,600,440
353,600,440
354,600,360
355,600,460
356,600,200
357,600,160
358,600,380
359,600,400
360,600,180
361,600,520
362,600,360
363,600,160
364,600,560
365,600,480
366,600,500
367,600,480
368,600,260
369,600,400
370,600,160
371,600,260
372,600,440
373,600,280
374,600,200
375,600,200
376,600,280
377,600,260
378,600,360
379,600,200
380,600,280
381,600,280
382,600,380
383,600,360
384,600,360
385,600,240
386,600,460
387,600,320
388,600,280
389,600,120
390,600,360
391,600,280
392,600,500
393,600,120
394,600,360
395,600,240
396,600,400
397,600,200
398,600,380
399,600,160
400,600,280
401,600,160
402,600,360
403,600,280
404,600,380
405,600,320
406,600,280
407,600,500
408,600,520
409,600,120
410,600,240
411,600,200
412,600,320
413,600,360
414,600,460
415,600,340
416,600,460
417,600,280
418,600,240
419,600,240
420,600,240
421,600,280
422,600,360
423,600,460
424,600,340
425,600,380
426,600,280
427,600,280
428,600,320
429,600,480
430,600,400
431,600,260
432,600,360
433,600,520
434,640,360
435,640,440
436,640,340
437,640,320
438,640,400
439,640,360
440,640,440
441,640,280
442,640,300
443,640,360
444,640,340
445,640,500
446,640,240
447,640,480
448,640,300
449,640,320
450,640,480
451,640,360
452,640,360
453,640,560
454,640,440
455,640,360
456,640,280
457,640,280
458,640,380
459,640,240
460,640,280
461,640,360
462,640,360
463,640,360
464,640,120
465,640,280
466,640,520
467,640,360
468,640,520
469,640,460
470,640,200
471,640,360
472,640,320
473,640,280
474,680,440
475,680,320
476,680,280
477,680,200
478,680,500
479,680,280
480,680,460
481,680,560
482,680,260
483,680,280
484,680,560
485,680,440
486,680,280
487,680,360
488,680,280
489,680,380
490,680,200
491,680,280
492,680,360
493,680,260
494,680,380
495,680,520
496,680,280
497,680,440
498,680,280
499,680,520
500,680,360
501,680,240
502,680,360
503,680,460
504,680,200
505,680,440
506,680,280
507,680,480
508,680,280
509,680,560
510,680,520
511,680,240
512,680,200
513,680,360
514,680,400
515,680,360
516,680,280
517,680,360
518,680,200
519,680,460
520,680,280
521,680,280
522,680,320
523,680,280
524,680,360
525,680,400
526,680,280
527,680,360
528,680,300
529,680,320
530,680,240
531,680,460
532,680,380
533,720,340
534,720,280
535,720,200
536,720,340
537,720,280
538,720,360
539,720,520
540,720,360
541,720,360
542,720,360
543,720,200
544,720,360
545,720,300
546,720,280
547,720,460
548,720,480
549,720,360
550,720,360
551,720,200
552,720,280
553,720,360
554,720,280
555,720,440
556,720,280
557,720,280
558,720,360
559,720,500
560,720,340
561,760,340
562,760,240
563,760,280
564,760,300
565,760,320
566,760,200
567,760,200
568,760,200
569,760,280
570,760,520
571,760,400
572,760,520
573,800,280
574,800,440
575,800,280
576,800,300
577,800,360
578,800,360
579,800,400
580,800,400
581,800,360
582,800,200
583,800,280
584,800,560
585,800,560
586,840,460
587,840,200
588,840,160
589,840,240
590,840,560
591,840,360
592,840,160
593,840,440
594,880,280
595,880,240
596,320,520
597,440,520
598,480,240
599,480,260
600,520,280
601,520,360
602,520,240
603,560,80
604,560,420
605,560,360
606,560,360
607,560,240
608,560,360
609,560,400
610,600,240
611,600,280
612,600,360
613,600,640
614,640,240
615,640,300
616,640,320
617,640,120
618,640,80
619,640,480
620,640,200
621,640,560
622,640,520
623,640,360
624,640,560
625,640,240
626,640,460
627,640,240
628,640,300
629,640,440
630,640,560
631,680,260
632,680,160
633,680,360
634,680,260
635,680,360
636,680,400
637,680,200
638,680,400
639,680,200
640,680,280
641,680,360
642,680,520
643,680,300
644,680,240
645,680,280
646,680,440
647,680,360
648,680,340
649,680,360
650,680,400
651,680,320
652,680,200
653,680,200
654,680,240
655,680,320
656,680,200
657,680,280
658,680,560
659,680,400
660,680,240
661,680,280
662,680,340
663,680,280
664,680,480
665,680,520
666,680,520
667,720,400
668,720,380
669,720,240
670,720,360
671,720,640
672,720,280
673,720,280
674,720,280
675,720,280
676,720,360
677,720,200
678,720,380
679,720,560
680,720,260
681,720,280
682,720,680
683,720,360
684,720,280
685,720,240
686,720,280
687,720,200
688,720,460
689,720,500
690,720,240
691,720,240
692,720,200
693,720,360
694,720,240
695,720,280
696,720,200
697,720,360
698,720,380
699,720,160
700,720,280
701,720,360
702,720,300
703,720,280
704,720,280
705,720,440
706,720,460
707,720,280
708,720,280
709,720,440
710,720,260
711,720,280
712,720,320
713,720,160
714,720,560
715,720,320
716,720,460
717,720,440
718,760,240
719,760,280
720,760,280
721,760,280
722,760,200
723,760,440
724,760,360
725,760,280
726,760,380
727,760,280
728,760,280
729,760,300
730,760,360
731,760,200
732,760,400
733,760,360
734,760,460
735,760,360
736,760,200
737,760,360
738,760,360
739,760,520
740,760,360
741,760,360
742,760,260
743,760,340
744,760,600
745,760,280
746,760,280
747,760,360
748,760,280
749,760,380
750,760,520
751,760,280
752,760,280
753,760,380
754,760,440
755,760,520
756,760,280
757,760,280
758,760,360
759,800,280
760,800,280
761,800,360
762,800,280
763,800,280
764,800,360
765,800,360
766,800,280
767,800,360
768,800,440
769,800,460
770,800,520
771,800,460
772,800,240
773,800,200
774,800,280
775,800,420
776,800,260
777,800,260
778,800,280
779,800,440
780,800,440
781,800,560
782,800,280
783,800,460
784,800,520
785,800,300
786,800,400
787,800,380
788,800,400
789,800,360
790,800,460
791,800,280
792,800,320
793,800,480
794,800,520
795,800,680
796,800,280
797,800,280
798,800,380
799,800,200
800,800,340
801,800,360
802,800,280
803,800,360
804,800,380
805,800,440
806,800,520
807,800,500
808,800,300
809,840,380
810,840,440
811,840,300
812,840,280
813,840,440
814,840,440
815,840,300
816,840,400
817,840,400
818,840,360
819,840,280
820,840,440
821,840,360
822,840,280
823,840,200
824,840,440
825,840,460
826,840,280
827,840,440
828,840,460
829,840,480
830,840,280
831,840,320
832,840,360
833,840,200
834,840,380
835,880,160
836,880,280
837,880,360
838,880,380
839,880,280
840,880,440
841,880,360
842,880,280
843,880,280
844,880,520
845,880,400
846,880,520
847,880,280
848,880,320
849,880,500
850,880,520
851,880,520
852,880,260
853,880,360
854,880,460
855,880,560
856,880,340
857,880,360
858,880,360
859,920,380
860,920,160
861,920,300
862,920,260
863,920,320
864,920,520
865,920,200
866,920,460
867,920,280
868,920,260
869,920,360
870,920,360
871,920,560
872,920,360
873,920,560
874,920,280
875,920,480
876,920,240
877,920,200
878,960,380
879,960,360
880,960,280
881,960,360
882,960,300
883,760,240
884,800,280
885,800,500
886,800,160
887,800,520
888,840,480
889,840,280
890,840,360
891,880,340
892,880,280
893,880,420
894,880,520
895,920,360
896,960,160
897,960,200
898,960,280
899,1000,280
900,1000,360
901,1000,360
902,1000,280
903,1000,360
904,840,160
905,680,320
906,760,320
907,840,340
908,760,280
909,720,360
910,600,360
911,680,400
912,880,460
913,880,360
914,920,300
915,840,280
916,880,420
917,800,720
918,800,360
919,480,520
920,360,520
921,760,420
922,920,380
923,640,320
924,880,340
925,320,300
926,800,460
927,640,480
928,640,460
929,880,280
930,680,520
931,840,480
932,840,480
933,360,400
934,360,360
935,840,360
936,840,320
937,720,520
938,680,360
939,760,320
940,720,260
941,600,280
942,600,400
943,680,240
944,840,280
945,520,240
946,840,320
947,640,280
948,800,360
949,560,480
950,920,280
951,760,240
952,440,240
953,760,280
954,280,100
955,680,280
956,800,520
957,840,460
958,800,240
959,880,340
960,800,200
961,800,280
962,640,240
963,440,120
964,720,240
965,800,360
966,920,460
967,680,240
968,720,340
969,800,360
970,920,520
971,920,500
972,880,460
973,760,400
974,680,280
975,560,320
976,800,440
977,920,520
978,680,120
979,920,280
980,880,480
981,760,400
982,880,240
983,840,320
984,840,280
985,720,340
986,720,520
987,960,400
988,600,320
989,720,280
990,760,280
991,760,520
992,840,360
993,720,240
994,440,100
995,760,280
996,640,240
997,720,360
998,720,420
999,680,280
1000,920,460
1001,760,280
1002,840,240
1003,640,200
1004,760,460
1005,880,160
1006,840,280
1007,680,360
1008,920,280
1009,760,380
1010,800,520
1011,480,160
1012,720,520
1013,840,520
1014,800,560
1015,600,520
1016,880,400
1017,800,520
1018,840,520
1019,880,500
1020,680,560
1021,760,520
1022,680,560
1023,720,400
1024,680,360
1025,920,460
1026,800,360
1027,640,500
1028,920,520
1029,720,520
1030,720,240
1031,440,240
1032,720,300
1033,720,460
1034,680,340
1035,680,560
1036,640,280
1037,880,260
1038,800,520
1039,880,460
1040,520,400
1041,880,520
1042,840,280
1043,680,280
1044,720,160
1045,880,520
1046,640,380
1047,600,200
1048,840,400
1049,760,440
1050,880,460
1051,840,400
1052,840,460
1053,760,360
1054,840,360
1055,800,560
1056,720,360
1057,600,280
1058,760,320
1059,880,240
1060,840,500
1061,880,280
1062,880,460
1063,840,440
1064,520,260
1065,760,400
1066,760,280
1067,720,380
1068,640,300
1069,640,520
1070,760,200
1071,840,460
1072,880,460
1073,880,400
1074,440,160
1075,720,520
1076,880,400
1077,920,520
1078,800,360
1079,920,440
1080,840,280
1081,840,420
1082,720,360
1083,840,380
1084,760,400
1085,360,380
1086,560,280
1087,560,280
1088,720,240
1089,880,300
1090,760,240
1091,760,400
1092,800,520
1093,880,360
1094,760,480
1095,760,340
1096,600,560
1097,720,420
1098,640,420
1099,840,280
1100,680,280
1101,680,140
1102,840,520
1103,840,300
1104,680,280
1105,520,480
1106,800,480
1107,800,280
1108,720,280
1109,800,480
1110,680,360
1111,680,280
1112,520,160
1113,720,520
1114,360,280
1115,600,560
1116,680,500
1117,680,400
1118,720,360
1119,880,500
1120,680,280
1121,800,420
1122,720,360
1123,600,560
1124,480,520
1125,560,240
1126,680,520
1127,840,480
1128,800,480
1129,880,200
1130,520,280
1131,680,240
1132,720,460
1133,640,360
1134,840,360
1135,800,520
1136,560,380
1137,640,440
1138,800,280
1139,480,120
1140,480,200
1141,520,240
1142,520,260
1143,720,280
1144,640,160
1145,480,360
1146,640,160
1147,440,200
1148,760,360
1149,640,200
1150,880,280
1151,760,280
1152,560,360
1153,760,280
1154,560,280
1155,480,360
1156,600,320
1157,400,440
1158,760,280
1159,160,160
1160,520,560
1161,520,200
1162,400,400
1163,360,160
1164,160,240
1165,240,360
1166,800,280
1167,400,260
1168,1000,500
1169,720,280
1170,680,200
1171,520,520
1172,760,340
1173,1000,400
1174,160,240
1175,640,380
1176,520,280
1177,280,360
1178,440,360
1179,680,280
1180,480,380
1181,560,200
1182,480,200
1183,720,160
1184,640,240
1185,400,520
1186,760,520
1187,560,380
1188,480,440
1189,600,280
1190,520,160
1191,840,300
1192,320,200
1193,360,160
1194,960,420
1195,760,320
1196,440,380
1197,480,200
1198,520,260
1199,480,480
1200,480,440
1201,480,240
1202,360,100
1203,640,280
1204,760,160
1205,520,400
1206,520,280
1207,480,400
1208,560,240
1209,640,560
1210,680,240
1211,600,200
1212,400,420
1213,760,440
1214,480,320
1215,800,360
1216,400,200
1217,520,380
1218,520,240
1219,680,280
1220,520,160
1221,640,360
1222,440,320
1223,840,300
1224,680,420
1225,720,160
1226,160,200
1227,840,280
1228,320,240
1229,480,520
1230,360,200
1231,440,280
1232,680,200
1233,160,160
1234,600,200
1235,680,240
1236,680,280
1237,160,260
1238,560,520
1239,840,360
1240,240,320
1241,280,440
1242,840,280
1243,440,280
1244,400,280
1245,600,440
1246,560,280
1247,480,400
1248,320,280
1249,600,280
1250,880,240
1251,760,200
1252,480,360
1253,560,300
1254,440,200
1255,320,160
1256,760,400
1257,720,440
1258,640,100
1259,680,280
1260,400,120
1261,680,160
1262,880,160
1263,720,360
1264,560,380
1265,880,240
1266,800,200
1267,800,240
1268,760,200
1269,480,160
1270,680,400
1271,600,440
1272,960,240
1273,600,360
1274,440,400
1275,480,240
1276,560,240
1277,840,280
1278,560,560
1279,360,160
1280,600,360
1281,560,120
1282,600,360
1283,760,200
1284,520,360
1285,760,520
1286,880,320
1287,520,320
1288,480,240
1289,440,100
1290,440,200
1291,480,200
1292,800,380
1293,680,320
1294,640,200
1295,320,200
1296,560,260
