index_redacao,score,pred_total
238,520,700
239,520,700
240,520,760
241,520,720
242,520,640
243,520,760
244,520,720
245,520,800
246,520,760
247,520,620
248,520,720
249,520,760
250,520,760
251,520,760
252,520,580
253,520,720
254,520,620
255,520,700
256,520,820
257,520,640
258,520,710
259,520,760
260,520,740
261,560,720
262,560,720
263,560,640
264,560,660
265,560,620
266,560,700
267,560,620
268,560,620
269,560,700
270,560,620
271,560,700
272,560,680
273,560,700
274,560,760
275,560,740
276,560,680
277,560,760
278,560,600
279,560,760
280,560,620
281,560,760
282,560,700
283,560,620
284,560,620
285,560,780
286,560,760
287,560,680
288,560,700
289,560,700
290,560,720
291,560,680
292,560,700
293,560,620
294,560,640
295,560,720
296,560,760
297,560,680
298,560,800
299,560,760
300,560,800
301,560,840
302,560,760
303,560,720
304,560,620
305,560,700
306,560,720
307,560,720
308,560,640
309,560,760
310,560,760
311,560,660
312,560,620
313,560,740
314,560,760
315,560,640
316,560,580
317,600,640
318,600,760
319,600,620
320,600,740
321,600,640
322,600,640
323,600,640
324,600,700
325,600,760
326,600,620
327,600,760
328,600,760
329,600,680
330,600,700
331,600,720
332,600,720
333,600,640
334,600,620
335,600,800
336,600,820
337,600,620
338,600,640
339,600,700
340,600,620
341,600,760
342,600,760
343,600,700
344,600,700
345,600,740
346,600,760
347,600,760
348,600,700
349,600,760
350,600,700
351,600,620
352,600,640
353,600,720
354,600,760
355,600,720
356,600,760
357,600,620
358,600,760
359,600,760
360,600,380
361,600,720
362,600,680
363,600,640
364,600,760
365,600,760
366,600,760
367,600,760
368,600,660
369,600,760
370,600,700
371,600,640
372,600,700
373,600,700
374,600,700
375,600,640
376,600,700
377,600,760
378,600,780
379,600,800
380,600,760
381,600,700
382,600,760
383,600,560
384,600,740
385,600,700
386,600,640
387,600,720
388,600,760
389,600,620
390,600,640
391,600,700
392,600,760
393,600,760
394,600,780
395,600,640
396,600,680
397,600,660
398,600,740
399,600,680
400,600,720
401,600,640
402,600,700
403,600,680
404,600,620
405,600,740
406,600,760
407,600,640
408,600,800
409,600,660
410,600,760
411,600,640
412,600,720
413,600,740
414,600,720
415,600,720
416,600,760
417,600,760
418,600,700
419,600,760
420,600,700
421,600,760
422,600,740
423,600,660
424,600,720
425,600,760
426,600,700
427,600,640
428,600,660
429,600,720
430,600,720
431,600,620
432,600,660
433,600,760
434,640,680
435,640,680
436,640,640
437,640,760
438,640,640
439,640,700
440,640,740
441,640,700
442,640,700
443,640,720
444,640,760
445,640,700
446,640,680
447,640,760
448,640,600
449,640,720
450,640,760
451,640,680
452,640,720
453,640,660
454,640,760
455,640,800
456,640,720
457,640,720
458,640,660
459,640,600
460,640,720
461,640,700
462,640,620
463,640,660
464,640,680
465,640,800
466,640,720
467,640,700
468,640,700
469,640,680
470,640,760
471,640,740
472,640,740
473,640,640
474,680,720
475,680,720
476,680,620
477,680,760
478,680,700
479,680,760
480,680,660
481,680,720
482,680,700
483,680,760
484,680,740
485,680,740
486,680,660
487,680,680
488,680,720
489,680,740
490,680,700
491,680,720
492,680,720
493,680,700
494,680,680
495,680,660
496,680,700
497,680,640
498,680,700
499,680,700
500,680,640
501,680,820
502,680,660
503,680,720
504,680,710
505,680,720
506,680,620
507,680,740
508,680,700
509,680,760
510,680,760
511,680,640
512,680,740
513,680,640
514,680,680
515,680,760
516,680,700
517,680,660
518,680,640
519,680,600
520,680,660
521,680,760
522,680,640
523,680,660
524,680,710
525,680,640
526,680,730
527,680,700
528,680,720
529,680,640
530,680,640
531,680,620
532,680,700
533,720,720
534,720,680
535,720,660
536,720,640
537,720,680
538,720,620
539,720,760
540,720,760
541,720,800
542,720,660
543,720,620
544,720,640
545,720,700
546,720,700
547,720,700
548,720,640
549,720,720
550,720,640
551,720,680
552,720,720
553,720,760
554,720,760
555,720,680
556,720,620
557,720,640
558,720,620
559,720,640
560,720,640
561,760,730
562,760,680
563,760,640
564,760,760
565,760,660
566,760,720
567,760,680
568,760,720
569,760,720
570,760,760
571,760,760
572,760,700
573,800,700
574,800,760
575,800,740
576,800,620
577,800,700
578,800,720
579,800,660
580,800,700
581,800,640
582,800,740
583,800,680
584,800,700
585,800,720
586,840,740
587,840,700
588,840,800
589,840,640
590,840,800
591,840,740
592,840,760
593,840,660
594,880,700
595,880,620
596,320,620
597,440,660
598,480,680
599,480,620
600,520,620
601,520,620
602,520,720
603,560,620
604,560,760
605,560,620
606,560,620
607,560,620
608,560,620
609,560,640
610,600,700
611,600,740
612,600,660
613,600,760
614,640,760
615,640,780
616,640,520
617,640,640
618,640,620
619,640,700
620,640,720
621,640,660
622,640,700
623,640,720
624,640,770
625,640,800
626,640,640
627,640,700
628,640,740
629,640,700
630,640,760
631,680,640
632,680,680
633,680,640
634,680,600
635,680,660
636,680,720
637,680,640
638,680,740
639,680,800
640,680,620
641,680,640
642,680,720
643,680,760
644,680,720
645,680,680
646,680,640
647,680,700
648,680,720
649,680,600
650,680,760
651,680,660
652,680,620
653,680,620
654,680,640
655,680,640
656,680,660
657,680,760
658,680,760
659,680,640
660,680,760
661,680,660
662,680,720
663,680,720
664,680,700
665,680,760
666,680,760
667,720,680
668,720,640
669,720,720
670,720,760
671,720,740
672,720,660
673,720,660
674,720,640
675,720,680
676,720,660
677,720,720
678,720,640
679,720,760
680,720,680
681,720,740
682,720,640
683,720,740
684,720,760
685,720,620
686,720,700
687,720,700
688,720,760
689,720,700
690,720,720
691,720,640
692,720,700
693,720,700
694,720,700
695,720,680
696,720,740
697,720,760
698,720,680
699,720,700
700,720,760
701,720,820
702,720,660
703,720,760
704,720,680
705,720,720
706,720,720
707,720,660
708,720,680
709,720,640
710,720,680
711,720,800
712,720,720
713,720,680
714,720,760
715,720,720
716,720,640
717,720,720
718,760,640
719,760,640
720,760,720
721,760,740
722,760,640
723,760,740
724,760,720
725,760,660
726,760,660
727,760,620
728,760,700
729,760,700
730,760,600
731,760,760
732,760,700
733,760,700
734,760,640
735,760,720
736,760,720
737,760,660
738,760,620
739,760,700
740,760,760
741,760,700
742,760,700
743,760,680
744,760,760
745,760,720
746,760,640
747,760,740
748,760,720
749,760,800
750,760,680
751,760,720
752,760,640
753,760,720
754,760,740
755,760,760
756,760,700
757,760,700
758,760,660
759,800,660
760,800,700
761,800,760
762,800,680
763,800,680
764,800,720
765,800,720
766,800,680
767,800,760
768,800,700
769,800,720
770,800,640
771,800,640
772,800,640
773,800,800
774,800,760
775,800,720
776,800,620
777,800,660
778,800,640
779,800,660
780,800,640
781,800,840
782,800,660
783,800,740
784,800,640
785,800,640
786,800,760
787,800,660
788,800,720
789,800,800
790,800,700
791,800,620
792,800,740
793,800,640
794,800,580
795,800,800
796,800,720
797,800,720
798,800,760
799,800,720
800,800,680
801,800,730
802,800,720
803,800,800
804,800,760
805,800,700
806,800,760
807,800,760
808,800,640
809,840,640
810,840,730
811,840,660
812,840,620
813,840,740
814,840,760
815,840,680
816,840,760
817,840,620
818,840,620
819,840,660
820,840,680
821,840,760
822,840,620
823,840,700
824,840,680
825,840,640
826,840,760
827,840,760
828,840,620
829,840,660
830,840,640
831,840,640
832,840,760
833,840,580
834,840,760
835,880,800
836,880,640
837,880,720
838,880,620
839,880,680
840,880,760
841,880,640
842,880,740
843,880,680
844,880,740
845,880,780
846,880,620
847,880,680
848,880,620
849,880,760
850,880,720
851,880,660
852,880,640
853,880,760
854,880,760
855,880,740
856,880,640
857,880,660
858,880,620
859,920,620
860,920,640
861,920,620
862,920,720
863,920,720
864,920,740
865,920,680
866,920,720
867,920,620
868,920,800
869,920,720
870,920,760
871,920,760
872,920,760
873,920,700
874,920,720
875,920,680
876,920,620
877,920,740
878,960,780
879,960,660
880,960,640
881,960,720
882,960,700
883,760,700
884,800,720
885,800,700
886,800,700
887,800,720
888,840,640
889,840,680
890,840,760
891,880,700
892,880,680
893,880,640
894,880,720
895,920,720
896,960,620
897,960,640
898,960,700
899,1000,760
900,1000,540
901,1000,700
902,1000,660
903,1000,800
904,840,620
905,680,620
906,760,680
907,840,640
908,760,620
909,720,680
910,600,680
911,680,760
912,880,760
913,880,620
914,920,700
915,840,720
916,880,700
917,800,700
918,800,710
919,480,660
920,360,680
921,760,620
922,920,760
923,640,760
924,880,760
925,320,580
926,800,640
927,640,760
928,640,740
929,880,720
930,680,740
931,840,760
932,840,620
933,360,660
934,360,700
935,840,740
936,840,620
937,720,720
938,680,720
939,760,660
940,720,680
941,600,620
942,600,740
943,680,740
944,840,640
945,520,560
946,840,660
947,640,620
948,800,800
949,560,640
950,920,640
951,760,700
952,440,620
953,760,640
954,280,600
955,680,760
956,800,720
957,840,620
958,800,640
959,880,740
960,800,700
961,800,740
962,640,700
963,440,780
964,720,760
965,800,700
966,920,620
967,680,700
968,720,760
969,800,700
970,920,600
971,920,700
972,880,680
973,760,760
974,680,760
975,560,760
976,800,740
977,920,700
978,680,720
979,920,620
980,880,680
981,760,680
982,880,760
983,840,620
984,840,710
985,720,700
986,720,760
987,960,700
988,600,700
989,720,760
990,760,760
991,760,760
992,840,760
993,720,620
994,440,680
995,760,760
996,640,680
997,720,640
998,720,740
999,680,620
1000,920,620
1001,760,640
1002,840,760
1003,640,740
1004,760,780
1005,880,740
1006,840,640
1007,680,700
1008,920,620
1009,760,700
1010,800,640
1011,480,620
1012,720,740
1013,840,800
1014,800,760
1015,600,760
1016,880,760
1017,800,720
1018,840,760
1019,880,720
1020,680,760
1021,760,740
1022,680,760
1023,720,700
1024,680,720
1025,920,720
1026,800,760
1027,640,760
1028,920,760
1029,720,700
1030,720,700
1031,440,580
1032,720,800
1033,720,760
1034,680,720
1035,680,640
1036,640,660
1037,880,660
1038,800,700
1039,880,720
1040,520,740
1041,880,760
1042,840,720
1043,680,680
1044,720,700
1045,880,700
1046,640,760
1047,600,720
1048,840,660
1049,760,720
1050,880,760
1051,840,700
1052,840,800
1053,760,700
1054,840,760
1055,800,800
1056,720,660
1057,600,760
1058,760,760
1059,880,760
1060,840,660
1061,880,620
1062,880,640
1063,840,720
1064,520,580
1065,760,760
1066,760,720
1067,720,700
1068,640,680
1069,640,700
1070,760,700
1071,840,680
1072,880,660
1073,880,760
1074,440,320
1075,720,800
1076,880,560
1077,920,720
1078,800,760
1079,920,700
1080,840,620
1081,840,700
1082,720,760
1083,840,700
1084,760,700
1085,360,660
1086,560,760
1087,560,760
1088,720,760
1089,880,640
1090,760,760
1091,760,720
1092,800,720
1093,880,720
1094,760,640
1095,760,700
1096,600,780
1097,720,800
1098,640,720
1099,840,620
1100,680,660
1101,680,760
1102,840,760
1103,840,730
1104,680,760
1105,520,740
1106,800,800
1107,800,660
1108,720,660
1109,800,760
1110,680,800
1111,680,620
1112,520,660
1113,720,760
1114,360,520
1115,600,760
1116,680,780
1117,680,700
1118,720,640
1119,880,720
1120,680,620
1121,800,740
1122,720,660
1123,600,720
1124,480,700
1125,560,620
1126,680,800
1127,840,700
1128,800,740
1129,880,620
1130,520,700
1131,680,680
1132,720,720
1133,640,700
1134,840,700
1135,800,760
1136,560,720
1137,640,760
1138,800,660
1139,480,660
1140,480,620
1141,520,680
1142,520,640
1143,720,700
1144,640,720
1145,480,660
1146,640,650
1147,440,720
1148,760,760
1149,640,700
1150,880,700
1151,760,720
1152,560,720
1153,760,660
1154,560,640
1155,480,760
1156,600,700
1157,400,640
1158,760,760
1159,160,760
1160,520,680
1161,520,760
1162,400,700
1163,360,670
1164,160,720
1165,240,620
1166,800,600
1167,400,740
1168,1000,800
1169,720,620
1170,680,700
1171,520,620
1172,760,720
1173,1000,680
1174,160,540
1175,640,640
1176,520,720
1177,280,640
1178,440,700
1179,680,620
1180,480,640
1181,560,720
1182,480,620
1183,720,620
1184,640,720
1185,400,780
1186,760,840
1187,560,700
1188,480,710
1189,600,660
1190,520,640
1191,840,560
1192,320,640
1193,360,480
1194,960,710
1195,760,700
1196,440,640
1197,480,640
1198,520,760
1199,480,640
1200,480,740
1201,480,620
1202,360,640
1203,640,640
1204,760,640
1205,520,720
1206,520,640
1207,480,720
1208,560,620
1209,640,660
1210,680,620
1211,600,640
1212,400,760
1213,760,740
1214,480,720
1215,800,700
1216,400,620
1217,520,640
1218,520,640
1219,680,660
1220,520,620
1221,640,680
1222,440,640
1223,840,620
1224,680,620
1225,720,650
1226,160,640
1227,840,760
1228,320,620
1229,480,720
1230,360,520
1231,440,720
1232,680,700
1233,160,620
1234,600,640
1235,680,700
1236,680,720
1237,160,440
1238,560,720
1239,840,720
1240,240,580
1241,280,660
1242,840,760
1243,440,680
1244,400,620
1245,600,620
1246,560,640
1247,480,760
1248,320,740
1249,600,620
1250,880,620.0
1251,760,720.0
1252,480,760.0
1253,560,760.0
1254,440,700.0
1255,320,560.0
1256,760,620.0
1257,720,760.0
1258,640,640.0
1259,680,620.0
1260,400,460.0
1261,680,670.0
1262,880,
1263,720,620.0
1264,560,760.0
1265,880,680.0
1266,800,700.0
1267,800,640.0
1268,760,760.0
1269,480,620.0
1270,680,740.0
1271,600,620.0
1272,960,680.0
1273,600,720.0
1274,440,760.0
1275,480,540.0
1276,560,740.0
1277,840,700.0
1278,560,760.0
1279,360,700.0
1280,600,760.0
1281,560,620.0
1282,600,620.0
1283,760,600.0
1284,520,660.0
1285,760,740.0
1286,880,580.0
1287,520,640.0
1288,480,620.0
1289,440,640.0
1290,440,660.0
1291,480,620.0
1292,800,660.0
1293,680,740.0
1294,640,540.0
1295,320,660.0
1296,560,760.0
