index_redacao,score,pred_total
586,840,660
587,840,520
588,840,560
589,840,600
590,840,560
591,840,520
592,840,600
593,840,600
594,880,600
595,880,440
596,320,600
597,440,600
598,480,600
599,480,400
600,520,600
601,520,600
602,520,600
603,560,280
604,560,560
605,560,440
606,560,600
607,560,400
608,560,440
609,560,600
610,600,240
611,600,600
612,600,600
613,600,360
614,640,560
615,640,440
616,640,600
617,640,640
618,640,160
619,640,440
620,640,440
621,640,200
622,640,640
623,640,600
624,640,440
625,640,600
626,640,600
627,640,440
628,640,600
629,640,600
630,640,640
631,680,560
632,680,440
633,680,280
634,680,600
635,680,600
636,680,600
637,680,600
638,680,560
639,680,600
640,680,440
641,680,440
642,680,600
643,680,480
644,680,600
645,680,600
646,680,600
647,680,600
648,680,600
649,680,560
650,680,560
651,680,440
652,680,440
653,680,440
654,680,600
655,680,560
656,680,600
657,680,600
658,680,600
659,680,600
660,680,560
661,680,160
662,680,600
663,680,600
664,680,600
665,680,560
666,680,600
667,720,560
668,720,440
669,720,600
670,720,560
671,720,600
672,720,600
673,720,520
674,720,440
675,720,600
676,720,560
677,720,560
678,720,560
679,720,600
680,720,600
681,720,600
682,720,200
683,720,800
684,720,480
685,720,600
686,720,520
687,720,560
688,720,600
689,720,480
690,720,440
691,720,560
692,720,560
693,720,600
694,720,280
695,720,480
696,720,520
697,720,600
698,720,600
699,720,400
700,720,560
701,720,600
702,720,600
703,720,600
704,720,560
705,720,560
706,720,560
707,720,440
708,720,600
709,720,600
710,720,600
711,720,560
712,720,560
713,720,240
714,720,600
715,720,600
716,720,480
717,720,600
718,760,600
719,760,600
720,760,600
721,760,480
722,760,600
723,760,600
724,760,600
725,760,600
726,760,600
727,760,400
728,760,600
729,760,600
730,760,400
731,760,560
732,760,600
733,760,600
734,760,600
735,760,600
736,760,600
737,760,600
738,760,400
739,760,600
740,760,520
741,760,440
742,760,600
743,760,600
744,760,600
745,760,560
746,760,600
747,760,600
748,760,280
749,760,600
750,760,600
751,760,440
752,760,600
753,760,600
754,760,600
755,760,480
756,760,600
757,760,600
758,760,560
759,800,440
760,800,600
761,800,600
762,800,600
763,800,600
764,800,600
765,800,720
766,800,600
767,800,600
768,800,600
769,800,480
770,800,240
771,800,600
772,800,600
773,800,440
774,800,600
775,800,680
776,800,600
777,800,160
778,800,600
779,800,560
780,800,600
781,800,600
782,800,600
783,800,600
784,800,560
785,800,600
786,800,600
787,800,440
788,800,600
789,800,600
790,800,600
791,800,440
792,800,600
793,800,600
794,800,560
795,800,720
796,800,600
797,800,600
798,800,600
799,800,600
800,800,600
801,800,600
802,800,600
803,800,600
804,800,600
805,800,600
806,800,600
807,800,600
808,800,600
809,840,600
810,840,560
811,840,600
812,840,440
813,840,720
814,840,600
815,840,600
816,840,600
817,840,600
818,840,600
819,840,600
820,840,600
821,840,560
822,840,600
823,840,600
824,840,480
825,840,600
826,840,480
827,840,600
828,840,600
829,840,600
830,840,600
831,840,600
832,840,600
833,840,160
834,840,600
835,880,400
836,880,600
837,880,600
838,880,600
839,880,600
840,880,660
841,880,600
842,880,600
843,880,600
844,880,600
845,880,600
846,880,400
847,880,600
848,880,600
849,880,600
850,880,600
851,880,560
852,880,400
853,880,600
854,880,600
855,880,600
856,880,440
857,880,600
858,880,520
859,920,280
860,920,520
861,920,600
862,920,560
863,920,400
864,920,600
865,920,520
866,920,600
867,920,600
868,920,600
869,920,600
870,920,600
871,920,560
872,920,600
873,920,600
874,920,600
875,920,600
876,920,600
877,920,600
878,960,400
879,960,600
880,960,520
881,960,600
882,960,600
883,760,560
884,800,600
885,800,600
886,800,600
887,800,600
888,840,560
889,840,600
890,840,600
891,880,600
892,880,640
893,880,600
894,880,600
895,920,600
896,960,600
897,960,520
898,960,600
899,1000,600
900,1000,600
901,1000,560
902,1000,600
903,1000,600
904,840,600
905,680,440
906,760,600
907,840,440
908,760,440
909,720,600
910,600,440
911,680,560
912,880,600
913,880,600
914,920,600
915,840,600
916,880,560
917,800,600
918,800,600
919,480,340
920,360,280
921,760,600
922,920,600
923,640,600
924,880,600
925,320,400
926,800,600
927,640,440
928,640,600
929,880,600
930,680,600
931,840,600
932,840,600
933,360,600
934,360,440
935,840,600
936,840,600
937,720,600
938,680,480
939,760,560
940,720,560
941,600,600
942,600,560
943,680,480
944,840,600
945,520,200
946,840,440
947,640,520
948,800,600
949,560,560
950,920,600
951,760,560
952,440,600
953,760,600
954,280,440
955,680,600
956,800,600
957,840,600
958,800,520
959,880,600
960,800,600
961,800,600
962,640,440
963,440,240
964,720,600
965,800,480
966,920,600
967,680,560
968,720,600
969,800,600
970,920,600
971,920,600
972,880,600
973,760,600
974,680,600
975,560,600
976,800,600
977,920,400
978,680,440
979,920,600
980,880,600
981,760,600
982,880,440
983,840,600
984,840,600
985,720,600
986,720,560
987,960,600
988,600,440
989,720,600
990,760,480
991,760,600
992,840,600
993,720,400
994,440,160
995,760,600
996,640,600
997,720,520
998,720,600
999,680,160
1000,920,600
1001,760,560
1002,840,600
1003,640,400
1004,760,600
1005,880,600
1006,840,600
1007,680,520
1008,920,400
1009,760,200
1010,800,600
1011,480,280
1012,720,560
1013,840,560
1014,800,640
1015,600,560
1016,880,600
1017,800,600
1018,840,600
1019,880,600
1020,680,640
1021,760,600
1022,680,600
1023,720,600
1024,680,160
1025,920,600
1026,800,600
1027,640,440
1028,920,640
1029,720,600
1030,720,200
1031,440,440
1032,720,240
1033,720,600
1034,680,560
1035,680,600
1036,640,600
1037,880,600
1038,800,440
1039,880,600
1040,520,600
1041,880,600
1042,840,240
1043,680,600
1044,720,560
1045,880,600
1046,640,600
1047,600,600
1048,840,600
1049,760,600
1050,880,640
1051,840,600
1052,840,600
1053,760,440
1054,840,680
1055,800,600
1056,720,560
1057,600,600
1058,760,600
1059,880,560
1060,840,600
1061,880,600
1062,880,600
1063,840,600
1064,520,160
1065,760,600
1066,760,440
1067,720,560
1068,640,600
1069,640,600
1070,760,560
1071,840,600
1072,880,600
1073,880,600
1074,440,200
1075,720,560
1076,880,600
1077,920,600
1078,800,600
1079,920,600
1080,840,600
1081,840,600
1082,720,600
1083,840,600
1084,760,560
1085,360,640
1086,560,600
1087,560,520
1088,720,600
1089,880,600
1090,760,560
1091,760,600
1092,800,440
1093,880,600
1094,760,600
1095,760,600
1096,600,560
1097,720,600
1098,640,600
1099,840,560
1100,680,560
1101,680,600
1102,840,600
1103,840,600
1104,680,600
1105,520,700
1106,800,600
1107,800,600
1108,720,440
1109,800,600
1110,680,600
1111,680,600
1112,520,560
1113,720,600
1114,360,180
1115,600,440
1116,680,600
1117,680,600
1118,720,600
1119,880,600
1120,680,600
1121,800,600
1122,720,600
1123,600,600
1124,480,600
1125,560,600
1126,680,600
1127,840,600
1128,800,600
1129,880,560
1130,520,600
1131,680,440
1132,720,600
1133,640,440
1134,840,600
1135,800,600
1136,560,600
1137,640,600
1138,800,600
1139,480,360
1140,480,560
1141,520,360
1142,520,560
1143,720,560
1144,640,600
1145,480,440
1146,640,80
1147,440,440
1148,760,600
1149,640,600
1150,880,600
1151,760,400
1152,560,440
1153,760,600
1154,560,160
1155,480,600
1156,600,480
1157,400,600
1158,760,160
1159,160,440
1160,520,600
1161,520,560
1162,400,200
1163,360,100
1164,160,560
1165,240,560
1166,800,600
1167,400,400
1168,1000,600
1169,720,440
1170,680,440
1171,520,200
1172,760,600
1173,1000,600
1174,160,160
1175,640,440
1176,520,560
1177,280,560
1178,440,560
1179,680,600
1180,480,400
1181,560,400
1182,480,400
1183,720,600
1184,640,560
1185,400,240
1186,760,440
1187,560,560
1188,480,440
1189,600,560
1190,520,440
1191,840,480
1192,320,160
1193,360,160
1194,960,600
1195,760,560
1196,440,600
1197,480,600
1198,520,640
1199,480,560
1200,480,600
1201,480,560
1202,360,560
1203,640,440
1204,760,400
1205,520,240
1206,520,560
1207,480,600
1208,560,360
1209,640,560
1210,680,600
1211,600,600
1212,400,440
1213,760,560
1214,480,440
1215,800,560
1216,400,320
1217,520,200
1218,520,440
1219,680,600
1220,520,180
1221,640,520
1222,440,600
1223,840,600
1224,680,600
1225,720,100
1226,160,200
1227,840,600
1228,320,160
1229,480,480
1230,360,400
1231,440,400
1232,680,440
1233,160,280
1234,600,600
1235,680,600
1236,680,600
1237,160,160
1238,560,520
1239,840,600
1240,240,280
1241,280,600
1242,840,600
1243,440,600
1244,400,600
1245,600,600
1246,560,240
1247,480,560
1248,320,480
1249,600,520
1250,880,600
1251,760,560
1252,480,560
1253,560,600
1254,440,480
1255,320,160
1256,760,600
1257,720,600
1258,640,160
1259,680,280
1260,400,320
1261,680,80
1262,880,100
1263,720,560
1264,560,600
1265,880,560
1266,800,400
1267,800,600
1268,760,560
1269,480,280
1270,680,600
1271,600,560
1272,960,600
1273,600,400
1274,440,560
1275,480,440
1276,560,440
1277,840,600
1278,560,560
1279,360,80
1280,600,480
1281,560,280
1282,600,280
1283,760,520
1284,520,440
1285,760,600
1286,880,600
1287,520,600
1288,480,440
1289,440,200
1290,440,360
1291,480,160
1292,800,320
1293,680,600
1294,640,400
1295,320,360
1296,560,600
