index_redacao,score,pred_total
627,640,360
628,640,640
629,640,640
630,640,640
631,680,360
632,680,640
633,680,640
634,680,640
635,680,640
636,680,640
637,680,640
638,680,640
639,680,360
640,680,640
641,680,640
642,680,360
643,680,640
644,680,440
645,680,640
646,680,640
647,680,640
648,680,640
649,680,640
650,680,640
651,680,360
652,680,360
653,680,640
654,680,640
655,680,640
656,680,360
657,680,640
658,680,640
659,680,640
660,680,640
661,680,640
662,680,640
663,680,640
664,680,680
665,680,360
666,680,640
667,720,640
668,720,640
669,720,640
670,720,640
671,720,640
672,720,640
673,720,640
674,720,640
675,720,640
676,720,640
677,720,640
678,720,640
679,720,640
680,720,640
681,720,640
682,720,640
683,720,640
684,720,640
685,720,640
686,720,640
687,720,440
688,720,640
689,720,640
690,720,640
691,720,640
692,720,640
693,720,640
694,720,640
695,720,640
696,720,640
697,720,640
698,720,640
699,720,360
700,720,640
701,720,640
702,720,640
703,720,640
704,720,640
705,720,640
706,720,640
707,720,640
708,720,640
709,720,640
710,720,640
711,720,640
712,720,440
713,720,640
714,720,640
715,720,640
716,720,640
717,720,640
718,760,640
719,760,640
720,760,640
721,760,640
722,760,640
723,760,640
724,760,640
725,760,360
726,760,640
727,760,640
728,760,640
729,760,640
730,760,640
731,760,640
732,760,640
733,760,640
734,760,640
735,760,640
736,760,440
737,760,640
738,760,640
739,760,640
740,760,640
741,760,640
742,760,640
743,760,640
744,760,640
745,760,640
746,760,640
747,760,640
748,760,640
749,760,640
750,760,640
751,760,640
752,760,640
753,760,640
754,760,640
755,760,120
756,760,640
757,760,640
758,760,640
759,800,640
760,800,640
761,800,640
762,800,640
763,800,640
764,800,640
765,800,640
766,800,640
767,800,640
768,800,640
769,800,640
770,800,640
771,800,640
772,800,640
773,800,640
774,800,640
775,800,640
776,800,640
777,800,360
778,800,640
779,800,640
780,800,640
781,800,640
782,800,640
783,800,640
784,800,640
785,800,640
786,800,640
787,800,640
788,800,640
789,800,640
790,800,640
791,800,640
792,800,640
793,800,640
794,800,480
795,800,640
796,800,640
797,800,640
798,800,640
799,800,640
800,800,640
801,800,640
802,800,640
803,800,640
804,800,640
805,800,640
806,800,640
807,800,640
808,800,640
809,840,640
810,840,640
811,840,640
812,840,640
813,840,640
814,840,640
815,840,640
816,840,640
817,840,640
818,840,640
819,840,640
820,840,640
821,840,640
822,840,640
823,840,640
824,840,640
825,840,640
826,840,640
827,840,640
828,840,640
829,840,640
830,840,360
831,840,640
832,840,360
833,840,640
834,840,720
835,880,640
836,880,640
837,880,640
838,880,640
839,880,640
840,880,640
841,880,640
842,880,640
843,880,360
844,880,640
845,880,640
846,880,640
847,880,640
848,880,440
849,880,640
850,880,640
851,880,640
852,880,640
853,880,640
854,880,640
855,880,640
856,880,640
857,880,640
858,880,720
859,920,440
860,920,640
861,920,640
862,920,640
863,920,360
864,920,640
865,920,640
866,920,640
867,920,640
868,920,640
869,920,640
870,920,640
871,920,640
872,920,640
873,920,640
874,920,640
875,920,640
876,920,640
877,920,640
878,960,640
879,960,640
880,960,640
881,960,640
882,960,640
883,760,640
884,800,640
885,800,640
886,800,640
887,800,640
888,840,640
889,840,640
890,840,640
891,880,640
892,880,640
893,880,640
894,880,640
895,920,640
896,960,640
897,960,640
898,960,640
899,1000,640
900,1000,640
901,1000,640
902,1000,640
903,1000,640
904,840,640
905,680,640
906,760,640
907,840,440
908,760,360
909,720,640
910,600,80
911,680,640
912,880,640
913,880,640
914,920,640
915,840,640
916,880,640
917,800,640
918,800,640
919,480,640
920,360,640
921,760,640
922,920,640
923,640,640
924,880,640
925,320,640
926,800,640
927,640,640
928,640,640
929,880,640
930,680,640
931,840,640
932,840,640
933,360,640
934,360,640
935,840,640
936,840,640
937,720,640
938,680,640
939,760,640
940,720,640
941,600,640
942,600,640
943,680,640
944,840,640
945,520,640
946,840,440
947,640,640
948,800,640
949,560,640
950,920,640
951,760,640
952,440,640
953,760,640
954,280,360
955,680,640
956,800,640
957,840,640
958,800,640
959,880,640
960,800,640
961,800,640
962,640,360
963,440,80
964,720,640
965,800,640
966,920,360
967,680,640
968,720,640
969,800,360
970,920,640
971,920,640
972,880,640
973,760,640
974,680,640
975,560,640
976,800,640
977,920,680
978,680,640
979,920,640
980,880,640
981,760,640
982,880,640
983,840,440
984,840,640
985,720,640
986,720,640
987,960,640
988,600,640
989,720,640
990,760,640
991,760,640
992,840,640
993,720,640
994,440,80
995,760,640
996,640,640
997,720,360
998,720,640
999,680,360
1000,920,640
1001,760,640
1002,840,640
1003,640,640
1004,760,640
1005,880,640
1006,840,640
1007,680,640
1008,920,640
1009,760,640
1010,800,640
1011,480,80
1012,720,640
1013,840,640
1014,800,640
1015,600,640
1016,880,640
1017,800,640
1018,840,640
1019,880,640
1020,680,640
1021,760,640
1022,680,640
1023,720,640
1024,680,640
1025,920,640
1026,800,640
1027,640,640
1028,920,640
1029,720,640
1030,720,640
1031,440,440
1032,720,640
1033,720,640
1034,680,640
1035,680,640
1036,640,640
1037,880,640
1038,800,640
1039,880,640
1040,520,640
1041,880,640
1042,840,360
1043,680,640
1044,720,640
1045,880,640
1046,640,640
1047,600,640
1048,840,640
1049,760,640
1050,880,640
1051,840,640
1052,840,640
1053,760,640
1054,840,720
1055,800,640
1056,720,640
1057,600,680
1058,760,640
1059,880,640
1060,840,640
1061,880,640
1062,880,640
1063,840,640
1064,520,640
1065,760,640
1066,760,640
1067,720,640
1068,640,640
1069,640,640
1070,760,640
1071,840,640
1072,880,640
1073,880,720
1074,440,0
1075,720,640
1076,880,640
1077,920,640
1078,800,640
1079,920,640
1080,840,640
1081,840,640
1082,720,640
1083,840,640
1084,760,720
1085,360,640
1086,560,640
1087,560,640
1088,720,640
1089,880,640
1090,760,640
1091,760,640
1092,800,640
1093,880,640
1094,760,640
1095,760,640
1096,600,640
1097,720,640
1098,640,640
1099,840,640
1100,680,640
1101,680,440
1102,840,640
1103,840,640
1104,680,640
1105,520,640
1106,800,640
1107,800,440
1108,720,640
1109,800,640
1110,680,360
1111,680,640
1112,520,640
1113,720,280
1114,360,640
1115,600,640
1116,680,640
1117,680,640
1118,720,640
1119,880,640
1120,680,640
1121,800,640
1122,720,640
1123,600,640
1124,480,640
1125,560,80
1126,680,640
1127,840,640
1128,800,640
1129,880,640
1130,520,640
1131,680,640
1132,720,640
1133,640,280
1134,840,640
1135,800,640
1136,560,640
1137,640,640
1138,800,640
1139,480,120
1140,480,360
1141,520,640
1142,520,360
1143,720,640
1144,640,640
1145,480,640
1146,640,640
1147,440,360
1148,760,640
1149,640,640
1150,880,640
1151,760,640
1152,560,640
1153,760,640
1154,560,640
1155,480,640
1156,600,640
1157,400,640
1158,760,640
1159,160,640
1160,520,640
1161,520,360
1162,400,640
1163,360,640
1164,160,640
1165,240,640
1166,800,640
1167,400,640
1168,1000,640
1169,720,640
1170,680,360
1171,520,640
1172,760,640
1173,1000,640
1174,160,640
1175,640,640
1176,520,640
1177,280,640
1178,440,640
1179,680,360
1180,480,640
1181,560,640
1182,480,640
1183,720,640
1184,640,640
1185,400,640
1186,760,640
1187,560,640
1188,480,640
1189,600,640
1190,520,640
1191,840,640
1192,320,640
1193,360,640
1194,960,640
1195,760,640
1196,440,640
1197,480,640
1198,520,640
1199,480,640
1200,480,640
1201,480,640
1202,360,360
1203,640,640
1204,760,640
1205,520,640
1206,520,640
1207,480,640
1208,560,640
1209,640,640
1210,680,640
1211,600,640
1212,400,640
1213,760,640
1214,480,360
1215,800,640
1216,400,640
1217,520,640
1218,520,640
1219,680,640
1220,520,360
1221,640,640
1222,440,640
1223,840,640
1224,680,640
1225,720,640
1226,160,640
1227,840,640
1228,320,280
1229,480,640
1230,360,640
1231,440,640
1232,680,640
1233,160,80
1234,600,640
1235,680,640
1236,680,640
1237,160,360
1238,560,640
1239,840,640
1240,240,360
1241,280,640
1242,840,640
1243,440,640
1244,400,640
1245,600,640
1246,560,80
1247,480,640
1248,320,640
1249,600,640
1250,880,640
1251,760,640
1252,480,640
1253,560,640
1254,440,640
1255,320,80
1256,760,640
1257,720,720
1258,640,80
1259,680,640
1260,400,280
1261,680,80
1262,880,640
1263,720,640
1264,560,640
1265,880,640
1266,800,640
1267,800,640
1268,760,640
1269,480,640
1270,680,640
1271,600,640
1272,960,640
1273,600,640
1274,440,640
1275,480,640
1276,560,640
1277,840,640
1278,560,640
1279,360,80
1280,600,640
1281,560,640
1282,600,640
1283,760,640
1284,520,640
1285,760,640
1286,880,640
1287,520,640
1288,480,640
1289,440,80
1290,440,640
1291,480,640
1292,800,640
1293,680,640
1294,640,640
1295,320,640
1296,560,640
